timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,isFailure
1526372394765815,-3,4,15,27,9,0,3,-3,false
1526372394765815,7,6,-16,-27,-5,1,-7,1,false
1526372394765815,0,-10,9,18,3,1,-15,4,false
1526372394765815,3,13,7,12,4,2,14,-4,false
1526372394779820,-7,-12,-7,-7,-10,-11,-10,-3,false
1526372394779820,-5,0,-4,-8,11,10,3,-1,false
1526372394786843,-5,3,5,9,-4,-7,-15,-5,false
1526372394786843,8,-5,-12,-4,9,4,0,3,false
1526372394801839,7,8,0,-1,-22,-8,-4,-2,false
1526372394801839,-11,-10,-14,-25,1,0,3,-1,false
1526372394809846,-8,-3,2,-7,6,0,0,-5,false
1526372394809846,7,3,11,9,-21,-3,0,3,false
1526372394825855,7,-2,6,16,8,0,2,1,false
1526372394825855,0,0,-2,4,0,-6,-9,-2,false
1526372394825855,-2,-2,-12,-11,-1,4,-1,1,false
1526372394825855,-1,1,0,-19,4,-2,0,2,false
1526372394839862,-3,-5,-9,-4,4,13,1,-2,false
1526372394839862,4,-2,12,27,-1,3,4,0,false
1526372394846884,-1,6,12,5,6,2,4,1,false
1526372394846884,-4,-3,-12,-4,3,-1,1,-1,false
1526372394861879,-5,-2,0,-8,-3,3,-2,-2,false
1526372394861879,1,-7,-7,-14,-1,-4,-2,0,false
1526372394869884,-2,2,2,11,1,1,5,-1,false
1526372394869884,-1,-3,-5,3,1,-4,-5,-1,false
1526372394885895,8,4,3,-10,-4,-3,13,0,false
1526372394885895,0,-1,5,10,-1,-1,-9,-2,false
1526372394885895,-2,-1,-7,-1,-4,-2,-2,1,false
1526372394885895,-1,-10,0,-10,1,2,5,-3,false
1526372394899904,-4,8,-1,3,-1,-1,-1,3,false
1526372394899904,2,1,-12,4,2,-5,6,-1,false
1526372394906925,1,4,23,-1,-2,1,-2,-1,false
1526372394906925,3,-8,-20,-26,9,3,-8,1,false
1526372394921918,-5,2,11,30,-8,-3,-3,-2,false
1526372394921918,-2,-4,-5,-5,-2,-2,3,1,false
1526372394929923,-4,1,-1,8,-1,3,4,-1,false
1526372394929923,-1,-4,-9,-22,-6,-11,-6,-3,false
1526372394944936,0,-2,10,13,10,10,0,1,false
1526372394944936,-3,-4,-7,-3,-7,-6,-2,-2,false
1526372394945932,1,1,1,0,10,1,2,-2,false
1526372394945932,0,-2,-4,2,1,0,6,1,false
1526372394959938,5,10,-13,-13,-5,-1,4,5,false
1526372394959938,0,-5,4,-4,3,-2,-13,-8,false
1526372394975949,-6,-3,-3,2,-11,-4,-9,0,false
1526372394975949,-7,-1,2,15,-1,0,-9,-4,false
1526372394981964,-7,0,11,-6,-1,-4,1,0,false
1526372394981964,10,3,-1,2,2,4,10,4,false
1526372394989962,-3,-5,-15,-16,1,-3,-23,-6,false
1526372394989962,-5,6,18,33,-1,2,3,-3,false
1526372395004974,-1,-6,-4,-4,-4,-6,1,0,false
1526372395004974,-5,-4,-18,-20,3,4,-3,-2,false
1526372395012979,1,9,15,8,-8,-8,6,3,false
1526372395012979,-3,-7,-7,-13,4,1,1,-3,false
1526372395019982,1,-10,3,3,2,-1,-6,0,false
1526372395019982,0,9,9,4,-2,-3,3,0,false
1526372395026984,0,2,-9,-4,-2,5,1,-2,false
1526372395026984,-1,-5,-9,2,-2,-1,0,0,false
1526372395041998,-3,1,5,-3,3,-2,-4,-2,false
1526372395041998,-1,-1,3,0,-1,-2,-1,0,false
1526372395050017,-2,-2,2,5,0,0,5,1,false
1526372395050017,0,2,0,-15,-3,0,0,0,false
1526372395065009,0,-3,-2,19,4,-1,2,-2,false
1526372395065009,1,1,3,-5,-1,-1,-7,1,false
1526372395073019,-3,-8,-2,-2,-3,-1,1,0,false
1526372395073019,0,12,7,3,-2,-1,-3,0,false
1526372395081019,-1,-3,-4,3,-1,-2,-6,0,false
1526372395081019,0,0,5,5,3,4,-2,-2,false
1526372395087028,-3,-1,-6,-3,-4,-3,-7,-2,false
1526372395087028,-1,-8,-13,-19,4,5,4,2,false
1526372395102038,1,3,13,1,-7,-5,-2,-2,false
1526372395102038,-3,0,-1,24,1,-2,-2,-1,false
1526372395110038,2,-3,1,-15,1,2,3,-3,false
1526372395110038,7,0,-9,14,0,-4,0,8,false
1526372395125053,-2,8,11,-2,4,0,0,-6,false
1526372395125053,-7,-6,-3,-1,2,5,7,1,false
1526372395133058,3,0,-5,-9,-1,0,1,1,false
1526372395133058,-1,1,6,7,-2,-6,-4,-4,false
1526372395148065,-9,-11,-24,-13,-1,-1,-11,-5,false
1526372395148065,-1,-4,-5,-14,-3,-2,3,-2,false
1526372395149065,0,7,5,6,-5,-7,-3,0,false
1526372395149065,10,6,5,5,-1,3,-3,2,false
1526372395162078,5,-1,-6,-4,5,3,17,-1,false
1526372395162078,-8,-5,-9,-10,-10,0,5,1,false
1526372395170084,-2,-4,-5,-8,0,-2,-6,-2,false
1526372395170084,-4,-5,-2,0,3,2,7,0,false
1526372395185094,0,-3,-3,-5,-7,-4,-4,1,false
1526372395185094,2,6,9,14,1,0,-1,-2,false
1526372395193099,9,8,15,15,4,-3,-6,-2,false
1526372395193099,-2,-3,-5,-8,0,1,3,4,false
1526372395208108,-2,-2,-2,12,0,-3,-3,-3,false
1526372395208108,-2,-3,-4,-34,-7,2,15,2,false
1526372395209104,-2,-6,-7,9,3,8,-1,-10,false
1526372395209104,-1,-1,10,21,3,-9,-7,0,false
1526372395222117,1,-1,-16,-12,-6,2,8,3,false
1526372395222117,4,1,20,3,-5,-17,-3,1,false
1526372395230123,7,2,-7,-3,1,-2,3,1,false
1526372395230123,-5,-7,-14,-20,1,8,-3,-6,false
1526372395245136,-9,-21,-11,-18,-2,4,4,1,false
1526372395245136,4,23,3,-1,-3,-1,-14,-2,false
1526372395253138,-2,2,8,26,8,-2,4,4,false
1526372395253138,8,2,8,3,0,-3,-1,1,false
1526372395268148,1,1,9,5,-6,0,2,0,false
1526372395268148,-4,-11,-12,-7,0,-11,-21,1,false
1526372395269144,-10,-7,-16,-11,-7,4,11,-7,false
1526372395269144,-6,2,8,7,16,8,7,-1,false
1526372395284154,-5,6,-3,-17,-15,-11,-11,-7,false
1526372395284154,2,-4,-1,14,10,8,6,1,false
1526372395290163,0,-3,-15,-18,-3,-3,18,5,false
1526372395290163,9,-1,11,24,-6,-7,-14,1,false
1526372395305174,-2,3,4,-10,3,3,-9,-2,false
1526372395305174,1,3,14,28,6,-3,-2,-1,false
1526372395313173,-6,-6,-8,-16,0,5,-6,-1,false
1526372395313173,6,3,3,-3,-11,-4,4,0,false
1526372395328183,-3,-1,-4,-12,6,1,-3,0,false
1526372395328183,2,-7,-8,-8,4,6,-1,-1,false
1526372395329185,2,0,0,-8,-3,-1,6,2,false
1526372395329185,-8,-8,-12,-14,3,4,-14,-5,false
1526372395342197,1,7,2,27,0,-12,-6,3,false
1526372395342197,4,3,8,-9,-8,2,1,-4,false
1526372395350198,-1,0,3,-10,3,8,-2,3,false
1526372395350198,-6,-3,2,9,-1,4,7,5,false
1526372395365212,10,-2,-2,3,4,-1,-13,-7,false
1526372395365212,-18,-6,-17,-17,-2,-1,-11,-6,false
1526372395373213,-1,-3,-9,-1,-9,-8,9,-2,false
1526372395373213,-3,1,7,-9,-5,-8,2,-4,false
1526372395388228,5,2,12,22,2,6,2,6,false
1526372395388228,5,-1,-3,-13,3,-2,3,2,false
1526372395388228,5,-2,5,18,8,4,-8,-1,false
1526372395388228,1,-3,-20,-18,-1,-1,7,2,false
1526372395402237,-8,2,0,7,-11,-2,2,0,false
1526372395402237,1,-3,2,7,2,9,16,-5,false
1526372395409242,-3,-2,-2,-3,-11,-13,-24,-1,false
1526372395409242,2,9,1,5,11,16,-6,-1,false
1526372395424248,6,-3,5,-8,3,3,10,3,false
1526372395424248,-3,-11,-18,-6,-10,-1,1,1,false
1526372395433257,2,8,12,9,3,-1,-8,2,false
1526372395433257,0,7,9,0,-5,-1,6,0,false
1526372395448264,-5,-6,4,4,-1,2,4,-5,false
1526372395448264,1,-2,-9,-8,-4,-11,-17,-1,false
1526372395448264,0,-1,10,6,-4,7,7,3,false
1526372395448264,-1,-7,-23,-15,0,-12,-6,-5,false
1526372395462274,-1,6,21,8,-8,3,-1,-1,false
1526372395462274,1,-1,-1,3,2,0,1,3,false
1526372395469277,-1,-4,-4,14,6,-7,1,0,false
1526372395469277,-6,6,22,22,-2,9,-5,0,false
1526372395484289,2,-2,-12,-14,0,0,11,3,false
1526372395484289,-1,-3,-4,2,-2,1,7,-5,false
1526372395493297,-3,1,-7,-26,-5,-3,-10,-3,false
1526372395493297,-1,3,11,15,10,-2,9,2,false
1526372395508306,1,-7,-25,-32,-2,0,-1,1,false
1526372395508306,-5,5,22,22,-7,-1,-9,-1,false
1526372395508306,-6,-8,-16,-18,10,7,8,-2,false
1526372395508306,2,7,5,10,-12,-3,0,-2,false
1526372395530321,1,-4,-3,-10,4,-2,6,-1,false
1526372395530321,4,-2,-16,-2,6,2,4,1,false
1526372395531318,-6,0,9,-14,-8,8,-5,-2,false
1526372395531318,-3,0,5,20,-6,-19,-8,-3,false
1526372395544331,6,4,-5,-8,6,13,6,0,false
1526372395544331,-8,2,4,7,0,-6,-5,-3,false
1526372395553338,-1,2,1,-8,2,-2,-1,0,false
1526372395553338,1,-5,-5,-10,-8,0,8,0,false
1526372395568348,2,0,-7,-2,-5,-13,-21,-2,false
1526372395568348,0,-4,5,14,0,-1,-5,-2,false
1526372395568348,3,2,4,9,-5,0,2,0,false
1526372395568348,-1,-7,-22,-23,4,3,9,4,false
1526372395582354,1,1,11,13,-8,1,5,-1,false
1526372395582354,-8,-2,-2,2,1,1,-8,-7,false
1526372395589361,0,1,2,9,9,4,3,2,false
1526372395589361,-1,-3,-10,-18,3,0,2,-1,false
1526372395604371,-5,-5,0,5,-6,-5,-2,1,false
1526372395604371,5,9,11,9,-3,-5,1,2,false
1526372395613376,0,1,5,7,3,-3,1,-3,false
1526372395613376,-1,-2,-7,-5,2,1,2,-2,false
1526372395627382,11,-2,-6,-14,4,4,2,5,false
1526372395627382,-4,3,2,8,-11,0,4,-4,false
1526372395628382,1,1,27,22,0,-2,-14,2,false
1526372395628382,-7,-4,-12,-9,-8,-9,0,-7,false
1526372395642394,-4,-12,-19,-1,1,-2,-8,1,false
1526372395642394,6,5,6,-19,5,0,1,1,false
1526372395649401,0,4,-11,-9,1,0,5,-1,false
1526372395649401,-1,2,16,19,-5,-4,16,2,false
1526372395664407,-1,-3,-16,-19,5,6,-8,-5,false
1526372395664407,3,-4,11,10,2,6,3,4,false
1526372395673417,4,-1,-14,-11,3,-1,-3,-3,false
1526372395673417,-3,1,10,-2,-12,-2,-19,-4,false
1526372395687424,-5,-5,-3,-13,4,-8,6,-3,false
1526372395687424,-2,-2,-1,23,1,-2,3,2,false
1526372395695430,1,2,2,0,-9,-8,-1,2,false
1526372395695430,2,-7,-6,-8,8,17,-1,1,false
1526372395702435,-5,3,-3,-5,-3,-10,-2,-2,false
1526372395702435,-6,-4,-9,-18,-5,-3,-5,-5,false
1526372395709439,0,-7,10,14,1,4,4,1,false
1526372395709439,2,11,-2,-3,-16,-14,-3,-1,false
1526372395724452,-2,0,11,16,12,10,3,1,false
1526372395724452,-3,-7,-15,-13,2,2,2,0,false
1526372395733456,-3,-5,-31,-19,-5,-5,-1,-3,false
1526372395733456,7,4,39,12,-2,-7,-6,4,false
1526372395747467,2,6,10,24,1,2,3,-2,false
1526372395747467,-2,-5,-1,4,-4,-8,12,-2,false
1526372395748464,-4,-3,-7,-5,0,1,-2,1,false
1526372395748464,-4,-9,-26,-23,6,2,-4,0,false
1526372395762488,5,15,16,21,0,-4,-1,0,false
1526372395762488,1,-2,-3,-10,4,4,3,3,false
1526372395769495,3,6,13,7,-10,-5,-2,-5,false
1526372395769495,-12,-7,-6,0,4,5,0,-5,false
1526372395784490,-6,-6,-8,-9,-4,-9,0,1,false
1526372395784490,0,0,-9,-12,0,-3,-6,1,false
1526372395792511,4,2,19,26,2,1,2,2,false
1526372395792511,0,-5,-4,0,-9,-2,-4,-4,false
1526372395808501,0,1,2,11,3,-1,1,-2,false
1526372395808501,3,4,-2,-26,7,6,1,1,false
1526372395808501,6,-10,-4,0,-15,-17,-7,-2,false
1526372395808501,-5,13,12,20,16,16,4,1,false
1526372395822516,-2,-1,0,-12,-15,-14,-2,-2,false
1526372395822516,0,-2,2,-1,1,3,0,-1,false
1526372395837543,-3,-6,-2,-1,3,-4,-3,-2,false
1526372395837543,5,-4,-10,-5,-2,0,-4,-1,false
1526372395844530,0,0,-1,-4,1,3,2,-1,false
1526372395844530,4,1,3,-5,-6,-4,-1,1,false
1526372395852535,-7,-6,-21,-9,0,4,0,-2,false
1526372395852535,3,0,0,-12,-3,-5,1,-2,false
1526372395867558,1,5,28,39,-3,-2,-7,3,false
1526372395867558,-1,-3,-5,9,1,-3,-4,-1,false
1526372395868546,-2,4,-2,-6,1,4,0,-1,false
1526372395868546,-4,-15,-17,-21,-3,2,1,0,false
1526372395882563,-1,5,-7,-27,-4,-7,1,-4,false
1526372395882563,6,5,15,25,0,-3,-7,3,false
1526372395889556,2,3,4,-2,3,6,1,-4,false
1526372395889556,-2,-1,-2,5,2,-5,-7,0,false
1526372395904574,7,-2,3,-3,-4,1,-2,-2,false
1526372395904574,-7,-4,-12,-17,-11,-6,2,2,false
1526372395912575,-7,-1,-15,-11,9,-11,5,1,false
1526372395912575,-3,-4,27,23,-5,6,0,-8,false
1526372395927588,-4,-1,-16,0,12,7,-6,-2,false
1526372395927588,-3,-7,-12,5,-5,-6,-1,-1,false
1526372395935605,5,5,12,-21,-7,3,-1,2,false
1526372395935605,5,-4,-17,-6,10,0,2,2,false
1526372395950615,-1,0,1,8,-21,-10,5,1,false
1526372395950615,2,6,18,16,9,18,6,-1,false
1526372395951600,-13,-10,-9,0,0,-11,-21,-5,false
1526372395951600,-4,0,-2,2,-7,-5,11,0,false
1526372395964605,-4,-3,-6,-14,5,2,-1,-1,false
1526372395964605,13,-4,-14,-10,-2,-1,-3,2,false
1526372395972615,4,3,17,14,0,1,7,1,false
1526372395972615,-2,-1,-13,-2,-2,-3,-4,-2,false
1526372395987625,0,-1,-5,-20,5,-3,4,-4,false
1526372395987625,3,3,15,18,-1,-8,-11,0,false
1526372396003631,-1,3,6,10,27,29,11,0,false
1526372396003631,-1,-4,-16,-17,-13,-10,-4,-1,false
1526372396005633,5,2,23,23,-7,-4,-1,6,false
1526372396005633,-6,-2,-14,-14,3,2,2,-5,false
1526372396009640,2,-8,-17,-2,8,-7,2,1,false
1526372396009640,-2,25,36,22,6,6,-5,2,false
1526372396024648,-5,-7,-14,-8,9,15,3,-5,false
1526372396024648,-2,-5,0,-7,-1,-3,-2,0,false
1526372396032654,4,-4,-18,1,6,4,6,-1,false
1526372396032654,18,3,19,8,6,-8,4,18,false
1526372396047664,-21,-1,-3,-10,-28,-18,-9,-23,false
1526372396047664,-5,1,10,22,16,2,-4,0,false
1526372396055691,-4,-5,-13,-30,-38,-23,-5,-7,false
1526372396055691,12,-3,-12,-2,8,-2,-5,14,false
1526372396070676,7,8,11,17,32,15,6,5,false
1526372396070676,17,-2,-19,-39,4,6,4,22,false
1526372396070676,-26,1,13,0,-26,-26,-1,-35,false
1526372396070676,-16,0,16,31,-16,6,-7,-15,false
1526372396084689,-1,2,12,25,29,2,-9,1,false
1526372396084689,-2,-16,-36,-68,-35,-15,0,3,false
1526372396092695,15,3,-4,-25,10,-19,-5,13,false
1526372396092695,8,-4,0,4,9,41,5,9,false
1526372396115706,-7,-3,-5,16,1,13,7,-12,false
1526372396115706,-5,5,31,59,9,-9,-10,-18,false
1526372396116709,-4,2,-7,-4,-6,12,5,6,false
1526372396116709,-10,-12,-9,-20,-15,-12,0,-13,false
1526372396130727,16,5,-4,2,15,8,3,26,false
1526372396130727,8,5,1,2,9,6,11,10,false
1526372396130727,-12,-6,-6,-35,-39,-25,-13,-14,false
1526372396130727,-12,-2,-8,19,23,17,1,-12,false
1526372396145746,-5,0,18,3,14,0,-5,0,false
1526372396145746,-1,-3,-1,-6,-10,10,0,-13,false
1526372396152729,8,1,-2,-9,-32,2,5,14,false
1526372396152729,4,-10,-22,-14,65,10,-17,8,false
1526372396167744,12,-4,-21,-24,-12,-4,3,7,false
1526372396167744,-21,3,15,26,-16,-33,-1,-25,false
1526372396175750,5,9,35,33,32,63,-5,9,false
1526372396175750,-9,0,2,5,-18,-36,-9,-12,false
1526372396190760,1,-20,-69,-92,-5,1,-3,2,false
1526372396190760,9,23,95,100,4,-9,6,5,false
1526372396190760,-6,-3,-22,-49,17,6,7,-5,false
1526372396190760,5,12,33,64,-31,-29,14,-1,false
1526372396204770,0,-6,1,-16,-6,7,-14,-2,false
1526372396204770,10,-5,-39,-26,8,-2,-2,5,false
1526372396211769,4,-6,-7,-1,-9,-10,-3,-2,false
1526372396211769,-17,-7,-3,-26,-4,3,8,-1,false
1526372396226784,7,-3,-10,11,3,-13,2,9,false
1526372396226784,2,8,-12,-31,-16,2,1,1,false
1526372396235791,16,15,63,81,-13,4,8,7,false
1526372396235791,-32,-17,-45,-38,29,18,-12,-13,false
1526372396250799,-7,1,32,3,-50,-10,0,-10,false
1526372396250799,19,-1,-21,-16,49,19,-1,-6,false
1526372396250799,-9,-11,-37,9,6,-10,-1,-11,false
1526372396250799,-3,4,-9,-23,-19,-4,1,-6,false
1526372396264809,12,20,66,38,-13,-16,24,29,false
1526372396264809,29,1,0,34,32,3,-9,38,false
1526372396271814,-4,-1,-21,-36,-5,6,4,-24,false
1526372396271814,-26,-27,-61,-49,-23,-16,7,-42,false
1526372396286839,-22,7,-2,15,29,12,10,-1,false
1526372396286839,-9,-10,4,-4,-2,-5,-17,-10,false
1526372396295830,-25,-7,2,16,24,-10,-8,16,false
1526372396295830,21,13,11,16,16,11,17,3,false
1526372396310840,4,-17,-35,-25,-55,-18,0,-33,false
1526372396310840,-16,7,10,20,12,42,6,25,false
1526372396310840,3,1,-14,-3,73,-56,-12,-47,false
1526372396310840,50,27,92,34,-102,-25,-11,41,false
1526372396324855,20,-5,-11,14,37,17,10,23,false
1526372396324855,-47,-46,-95,-44,-22,-18,18,-19,false
1526372396331853,5,19,2,-83,-34,-9,-5,22,false
1526372396331853,54,27,74,72,53,61,32,63,false
1526372396346863,-27,-15,-36,-16,19,-31,-10,-70,false
1526372396346863,40,34,42,10,76,40,-12,9,false
1526372396362891,-56,-47,-62,-76,-98,-30,-18,-28,false
1526372396362891,-36,-14,-39,25,113,-8,8,-12,false
1526372396369878,0,11,31,15,-91,-2,-8,33,false
1526372396369878,78,6,-19,-36,44,17,29,65,false
1526372396370879,-17,0,-21,15,-57,39,9,-49,false
1526372396370879,-1,8,26,39,9,-40,-37,-12,false
1526372396384888,-38,35,83,79,-48,15,5,-62,false
1526372396384888,-70,-31,-28,61,4,-3,-19,-15,false
1526372396391909,77,22,2,-21,26,6,-7,126,false
1526372396391909,27,5,-33,-7,15,18,32,-74,false
1526372396406917,-51,-30,-48,19,82,-7,-96,6,false
1526372396406917,-25,-8,-12,-103,-128,-36,56,-89,false
1526372396415908,-36,-2,29,127,127,43,14,13,false
1526372396415908,92,34,61,-41,-82,27,93,116,false
1526372396429916,50,-21,-86,-107,-7,-27,42,-33,false
1526372396429916,-82,11,65,16,-43,59,115,-24,false
