timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,isFailure
1526291690114368,0,9,-2,0,0,-1,1,-1,false
1526291690114368,-2,-5,3,2,-2,1,2,-1,false
1526291690115364,-3,-8,-16,-5,0,-3,-3,-3,false
1526291690115364,1,1,5,4,0,0,-1,1,false
1526291690130374,-3,-2,2,0,-2,0,1,-3,false
1526291690130374,1,2,-8,0,1,0,0,1,false
1526291690136382,1,8,9,-2,-2,-1,0,0,false
1526291690136382,-4,-9,-7,-6,-1,-2,-1,-1,false
1526291690151390,0,-6,-6,-1,-1,-1,-3,-1,false
1526291690151390,-1,4,1,3,1,0,-2,-1,false
1526291690158397,2,3,-4,-9,-4,1,1,0,false
1526291690158397,-1,-11,7,-1,-2,-1,-1,-2,false
1526291690174408,0,4,4,5,2,1,0,0,false
1526291690174408,-2,3,-1,9,-1,-2,-1,-1,false
1526291690175404,-1,-4,3,-13,-1,0,1,-1,false
1526291690175404,-3,2,-13,1,-1,0,0,-1,false
1526291690190413,4,1,-2,-1,-1,0,-1,1,false
1526291690190413,-2,-7,1,-3,-1,-2,-1,-1,false
1526291690196418,-2,2,5,0,0,1,0,-1,false
1526291690196418,-1,0,-7,2,1,-1,0,-1,false
1526291690219435,1,4,10,-2,-1,0,1,0,false
1526291690219435,0,3,0,1,0,0,-1,1,false
1526291690220435,0,4,-3,1,0,0,0,0,false
1526291690220435,-4,-7,-1,-4,-1,-2,-1,-1,false
1526291690234444,-4,-8,-11,-4,0,0,-2,-1,false
1526291690234444,0,-17,-15,-4,0,-1,-1,-1,false
1526291690235444,0,7,12,0,-3,0,-1,-3,false
1526291690235444,5,2,4,5,1,-1,-1,1,false
1526291690250454,-1,10,7,1,1,-2,1,0,false
1526291690250454,-2,-10,-5,-5,-1,0,-1,-2,false
1526291690256463,-3,-5,-3,-1,0,-4,-2,-1,false
1526291690256463,-2,5,-3,-4,-2,0,-1,0,false
1526291690271468,-2,-7,-7,8,2,-1,-3,-1,false
