timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,isFailure
1526372677318926,-2,-4,-4,-2,0,0,-2,0,false
1526372677318926,2,2,2,1,-1,0,1,-1,false
1526372677327927,-1,-3,0,0,1,-1,-9,0,false
1526372677327927,1,2,2,-2,1,-1,1,-2,false
1526372677340935,-2,-3,-3,-2,-3,-2,-4,-2,false
1526372677340935,0,-1,3,2,0,-1,-1,-1,false
1526372677349944,-1,2,1,0,-1,-1,1,-1,false
1526372677349944,-1,-5,-1,-1,0,1,3,0,false
1526372677364956,-3,-3,-3,-3,-2,-2,-7,-1,false
1526372677364956,-2,-1,-5,-3,2,-2,-2,-2,false
1526372677366957,1,4,1,-3,-2,1,2,0,false
1526372677366957,-1,3,0,3,-2,-2,-3,1,false
1526372677378965,0,0,-2,-1,0,1,1,0,false
1526372677378965,-2,-3,2,2,-1,-1,1,-1,false
1526372677387967,-2,-2,-4,-2,1,0,1,0,false
1526372677387967,-2,-2,-2,-5,0,2,-2,-1,false
1526372677400984,0,6,4,2,-1,2,0,0,false
1526372677400984,1,1,1,-1,3,2,-3,-1,false
1526372677409984,0,-2,-2,0,0,-2,0,1,false
1526372677409984,-2,-2,0,-3,-1,-3,0,-2,false
1526372677425023,-2,-3,-4,-1,-3,-5,-2,-1,false
1526372677425023,3,3,3,-2,-1,-1,-3,1,false
1526372677427021,-2,-2,-2,-1,-2,2,0,-3,false
1526372677427021,0,0,0,1,-1,-4,0,0,false
1526372677439029,0,2,3,1,1,-2,-1,0,false
1526372677439029,-3,5,3,-1,-1,0,5,-1,false
1526372677449036,-1,-5,-10,-1,-1,-4,-4,0,false
1526372677449036,0,0,1,1,-2,-1,0,0,false
1526372677461050,-2,-4,2,1,0,0,-2,-2,false
1526372677461050,-1,0,-3,0,3,1,1,0,false
1526372677470049,2,2,4,3,0,2,2,-2,false
1526372677470049,-1,1,0,-1,-3,0,0,-2,false
1526372677485064,-1,-2,-3,-2,-1,0,-1,-1,false
1526372677485064,-3,-6,-8,-4,-3,-6,-3,1,false
1526372677487064,2,-1,0,1,2,0,4,-1,false
1526372677487064,1,5,2,2,1,-2,-1,0,false
1526372677507078,4,-3,1,0,-1,-2,-1,0,false
1526372677507078,-1,-3,0,-1,-1,-3,-4,-1,false
1526372677509075,-3,-4,-4,-1,-1,-1,-2,0,false
