timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,isFailure
1526290630163576,0,1,0,1,0,-1,-1,0,false
1526290630163576,0,1,0,1,-1,0,-2,0,false
1526290630172582,-2,-5,-1,-1,0,-1,-1,0,false
1526290630172582,0,2,-2,-1,1,-1,-1,-1,false
1526290630178585,0,2,-1,-1,-1,-2,-1,-1,false
1526290630178585,-2,-1,-1,0,0,0,0,0,false
1526290630187592,0,-4,-3,-2,0,-2,-2,0,false
1526290630187592,0,2,2,-1,-1,-1,0,-1,false
1526290630201599,-1,0,-2,-1,-1,-1,0,-1,false
1526290630201599,1,11,2,-1,0,-1,-1,-1,false
1526290630209610,1,-19,0,2,0,0,0,-1,false
1526290630209610,-1,3,-6,-1,0,0,-1,-1,false
1526290630223615,1,3,6,-1,-1,-2,0,0,false
1526290630223615,-3,-1,-3,-2,-1,-1,-1,-1,false
1526290630232620,-1,1,-3,-1,-1,0,1,-1,false
1526290630232620,-1,0,-1,1,-1,-1,-1,-1,false
1526290630238625,-1,-6,-2,0,-1,1,-1,-1,false
1526290630238625,-1,1,1,-1,-1,-2,-1,0,false
1526290630247632,0,0,0,0,-2,-2,1,0,false
1526290630247632,0,-7,2,-1,-3,-1,2,-1,false
1526290630261640,-1,1,-3,0,-3,0,-1,0,false
1526290630261640,-1,-7,1,-1,-1,0,-1,0,false
1526290630269649,-3,2,-1,0,-2,-3,-2,-1,false
1526290630269649,0,2,1,0,2,-2,0,1,false
1526290630283657,0,-2,0,1,0,1,0,-1,false
1526290630283657,1,-2,-2,0,-2,0,1,0,false
1526290630292660,0,-3,-3,-1,-2,0,1,0,false
1526290630292660,-1,2,0,0,-2,-1,-1,-1,false
1526290630298669,1,0,-3,0,1,-1,-1,1,false
1526290630298669,-1,-1,1,0,0,-1,1,1,false
1526290630307671,-1,3,5,0,0,-1,-2,0,false
1526290630307671,-2,-3,-2,1,-2,2,1,0,false
1526290630321680,-1,-3,0,0,0,0,-1,-2,false
1526290630321680,-1,-8,-4,-2,-2,-2,-2,0,false
1526290630329686,0,2,0,-1,0,0,-1,-1,false
1526290630329686,-2,-2,0,-1,-1,-2,-2,-1,false
1526290630343694,-3,3,-3,-1,0,2,-1,-1,false
1526290630343694,-1,0,1,1,0,-1,0,-2,false
1526290630352701,-1,-4,-2,-3,1,-2,0,-1,false
1526290630352701,0,6,0,0,0,0,-2,-1,false
1526290630358709,0,-1,-3,-1,-1,-1,0,0,false
1526290630358709,1,-1,3,0,0,1,-1,2,false
1526290630367710,-1,1,0,1,0,0,1,0,false
1526290630367710,1,-3,-1,-1,0,-2,-1,0,false
1526290630380719,-2,-8,-4,-5,0,0,1,-1,false
1526290630380719,-1,-4,-7,-1,0,-1,-1,-1,false
1526290630389726,4,11,8,1,0,-2,0,1,false
1526290630389726,-1,-2,3,0,-2,-1,-1,0,false
1526290630403736,0,2,-3,-1,-3,0,-1,-2,false
1526290630403736,-3,-3,-3,-1,2,-1,0,-1,false
1526290630412744,-2,-4,-7,-3,-1,-1,-1,0,false
1526290630412744,-2,0,1,0,0,1,0,-2,false
1526290630418744,3,-1,2,1,-1,0,-1,3,false
1526290630418744,1,5,5,0,-1,-1,-3,-1,false
1526290630427750,-1,-1,-5,-1,-4,0,-1,0,false
1526290630427750,-1,-4,-3,-4,0,-2,-2,-1,false
1526290630440759,-3,0,-4,-1,-1,-2,-2,-3,false
1526290630440759,0,0,-4,-1,-2,1,-1,-1,false
1526290630449764,-2,-2,1,0,-2,-2,1,0,false
1526290630449764,-1,-3,-1,-2,-2,0,0,-2,false
1526290630463776,0,13,1,0,3,-2,-1,0,false
1526290630463776,0,-11,3,1,-1,-1,-1,0,false
1526290630472780,1,1,-1,-2,-2,-1,0,-2,false
1526290630472780,0,-4,-4,0,1,0,0,0,false
1526290630478785,-7,2,1,-1,-1,1,0,-1,false
